UserId,OrderId,OrderDate,TotalCharges,CommonId,PupId,PickupDate,OrderPeriod,CohortGroup
47,262,2009-01-11,50.67,TRQKD,2,2009-01-12,2009-01,2009-01
47,278,2009-01-20,26.6,4HH2S,3,2009-01-20,2009-01,2009-01
47,294,2009-02-03,38.71,3TRDC,2,2009-02-04,2009-02,2009-01
47,301,2009-02-06,53.38,NGAZJ,2,2009-02-09,2009-02,2009-01
47,302,2009-02-06,14.28,FFYHD,2,2009-02-09,2009-02,2009-01
47,321,2009-02-17,29.5,HA5R3,3,2009-02-17,2009-02,2009-01
47,333,2009-02-23,18.91,RSXQG,2,2009-02-23,2009-02,2009-01
47,341,2009-03-01,64.41,KHBDJ,3,2009-03-03,2009-03,2009-01
47,353,2009-03-09,18.03,T7SUN,3,2009-03-10,2009-03,2009-01
47,373,2009-03-17,25.55,KMF5X,3,2009-03-17,2009-03,2009-01
47,376,2009-03-17,13.64,R57V3,3,2009-03-19,2009-03,2009-01
47,386,2009-03-24,47.83,CSH73,3,2009-03-24,2009-03,2009-01
47,398,2009-03-31,42.14,3VYSW,3,2009-03-31,2009-03,2009-01
47,431,2009-04-14,21.73,XG5NT,3,2009-04-14,2009-04,2009-01
47,441,2009-04-16,21.73,JKME3,3,2009-04-16,2009-04,2009-01
47,467,2009-04-23,17.97,WVGR5,3,2009-04-23,2009-04,2009-01
47,493,2009-04-28,28.85,ARYQJ,3,2009-04-28,2009-04,2009-01
47,494,2009-04-28,7.15,QAM9C,3,2009-04-28,2009-04,2009-01
47,517,2009-05-01,57.75,CGHAJ,5,2009-05-01,2009-05,2009-01
47,525,2009-05-04,40.98,MCDJE,3,2009-05-05,2009-05,2009-01
47,567,2009-05-12,14.93,NPVQQ,3,2009-05-14,2009-05,2009-01
47,575,2009-05-14,14.32,2T727,3,2009-05-14,2009-05,2009-01
47,598,2009-05-19,40.76,ZNDAZ,3,2009-05-19,2009-05,2009-01
47,635,2009-05-26,83.41,V8TCD,3,2009-05-26,2009-05,2009-01
47,664,2009-06-01,47.39,N2MN4,3,2009-06-02,2009-06,2009-01
47,688,2009-06-05,16.76,SQ7AG,5,2009-06-05,2009-06,2009-01
47,720,2009-06-12,26.71,VVJMZ,3,2009-06-16,2009-06,2009-01
47,732,2009-06-16,18.66,NHPKJ,3,2009-06-16,2009-06,2009-01
47,775,2009-06-23,46.65,YGFQ6,4,2009-06-23,2009-06,2009-01
47,828,2009-07-02,20.27,XJMBR,6,2009-07-02,2009-07,2009-01
47,838,2009-07-06,44.88,J23JH,3,2009-07-07,2009-07,2009-01
47,848,2009-07-08,17.61,%%848,6,2009-07-09,2009-07,2009-01
47,878,2009-07-13,23.15,VLQ77,3,2009-07-14,2009-07,2009-01
47,916,2009-07-19,71.09,F72ZW,4,2009-07-21,2009-07,2009-01
47,947,2009-07-24,50.66,3TP9K,5,2009-07-24,2009-07,2009-01
47,978,2009-07-30,69.11,DBZ6E,4,2009-07-30,2009-07,2009-01
47,979,2009-07-30,41.0,58SYL,4,2009-07-30,2009-07,2009-01
47,1033,2009-08-10,51.42,CM6L8,4,2009-08-11,2009-08,2009-01
47,1034,2009-08-10,14.76,HVXWJ,4,2009-08-11,2009-08,2009-01
47,1037,2009-08-10,15.64,AEBZD,4,2009-08-11,2009-08,2009-01
47,1075,2009-08-18,12.9555,JHBNK,4,2009-08-18,2009-08,2009-01
47,1111,2009-08-25,50.29,2GGH5,4,2009-08-25,2009-08,2009-01
47,1112,2009-08-25,4.09,NLKBN,4,2009-08-25,2009-08,2009-01
47,1119,2009-08-25,3.08,9N4VG,4,2009-08-25,2009-08,2009-01
47,1152,2009-08-28,66.25,ZZU7D,5,2009-08-28,2009-08,2009-01
47,1154,2009-08-28,7.56,2JMWF,5,2009-08-28,2009-08,2009-01
47,1168,2009-09-02,70.1302,6NXDE,4,2009-09-03,2009-09,2009-01
47,1179,2009-09-03,12.27,6APEY,6,2009-09-03,2009-09,2009-01
47,1197,2009-09-07,106.89,AAN8Z,4,2009-09-08,2009-09,2009-01
47,1262,2009-09-17,92.51,4FMPS,5,2009-09-18,2009-09,2009-01
47,1279,2009-09-21,40.125,3VX2D,4,2009-09-24,2009-09,2009-01
47,1333,2009-09-29,61.74,CWNDD,4,2009-10-01,2009-09,2009-01
47,1363,2009-10-05,51.78,HR52A,4,2009-10-06,2009-10,2009-01
47,1400,2009-10-11,3.74,J3C69,3,2009-10-13,2009-10,2009-01
47,1466,2009-10-20,40.11,ND8EH,4,2009-10-20,2009-10,2009-01
47,1525,2009-10-26,45.4838,MG664,4,2009-10-27,2009-10,2009-01
47,1614,2009-11-05,41.78,BPM84,4,2009-11-05,2009-11,2009-01
47,1740,2009-11-12,23.1,C39Z5,4,2009-11-12,2009-11,2009-01
47,1803,2009-11-17,48.25,UX8D5,4,2009-11-18,2009-11,2009-01
47,1813,2009-11-18,5.0,AVRXH,4,2009-11-18,2009-11,2009-01
47,1888,2009-11-29,60.14,FVLDA,4,2009-11-30,2009-11,2009-01
47,1950,2009-12-06,70.72,5K5WS,4,2009-12-07,2009-12,2009-01
47,2049,2009-12-14,172.534,HRKLH,4,2009-12-15,2009-12,2009-01
47,2191,2010-01-03,62.3497,KWXTB,4,2010-01-04,2010-01,2009-01
47,2204,2010-01-04,18.39,W3T85,4,2010-01-04,2010-01,2009-01
47,2451,2010-01-24,52.0292,Y65RC,18,2010-01-25,2010-01,2009-01
47,2579,2010-01-31,47.6325,J5QKP,18,2010-02-01,2010-01,2009-01
47,2580,2010-01-31,23.629,GACF2,18,2010-02-01,2010-01,2009-01
47,2593,2010-02-01,6.638,PKE4X,18,2010-02-01,2010-02,2009-01
47,2873,2010-02-16,79.9095,G8QYA,9,2010-02-17,2010-02,2009-01
47,2953,2010-02-22,51.15,CC6TG,18,2010-02-22,2010-02,2009-01
47,2997,2010-02-23,27.97,ZCSXX,15,2010-02-26,2010-02,2009-01
47,3037,2010-02-25,15.5025,HG86F,15,2010-02-26,2010-02,2009-01
47,3082,2010-03-01,48.152,P98FG,18,2010-03-01,2010-03,2009-01
47,3109,2010-03-02,34.13,4PFP8,3,2010-03-02,2010-03,2009-01
47,3178,2010-03-05,7.22,GWR53,15,2010-03-05,2010-03,2009-01
95,360,2009-03-10,7.47,FTM95,3,2009-03-10,2009-03,2009-03
95,414,2009-04-07,3.68,ARQ3F,3,2009-04-09,2009-04,2009-03
98,292,2009-01-29,16.96,ZLNHR,3,2009-01-29,2009-01,2009-01
98,316,2009-02-16,6.74,GYTPJ,2,2009-02-16,2009-02,2009-01
98,344,2009-03-03,3.68,FUUH8,2,2009-03-04,2009-03,2009-01
98,375,2009-03-17,4.09,N88FP,3,2009-03-24,2009-03,2009-01
98,377,2009-03-18,3.59,C6T6S,3,2009-03-19,2009-03,2009-01
98,378,2009-03-18,3.59,E745K,3,2009-03-19,2009-03,2009-01
98,403,2009-04-01,2.03,SU6DX,3,2009-04-02,2009-04,2009-01
98,421,2009-04-10,3.59,X5ZJG,3,2009-04-16,2009-04,2009-01
98,422,2009-04-10,5.11,D2CJG,5,2009-04-17,2009-04,2009-01
98,527,2009-05-05,3.59,%%527,3,2009-05-05,2009-05,2009-01
112,276,2009-01-19,17.76,ALMYV,3,2009-01-20,2009-01,2009-01
141,1765,2009-11-13,30.87,Z8UXB,5,2009-11-13,2009-11,2009-11
147,2830,2010-02-14,23.26,P3TFZ,6,2010-02-18,2010-02,2010-02
160,2030,2009-12-13,37.46,83AUQ,4,2009-12-14,2009-12,2009-12
160,2284,2010-01-10,65.09,VRHJ2,4,2010-01-12,2010-01,2009-12
177,2724,2010-02-08,44.7928,AR6KK,7,2010-02-09,2010-02,2010-02
177,2742,2010-02-09,41.6928,K4XER,7,2010-02-09,2010-02,2010-02
180,603,2009-05-19,66.21,55HUW,4,2009-05-21,2009-05,2009-05
180,1276,2009-09-21,46.0502,SVJDZ,4,2009-09-22,2009-09,2009-05
182,285,2009-01-27,291.64,HJKAY,3,2009-01-27,2009-01,2009-01
182,2911,2010-02-18,390.0692,SX8NP,15,2010-02-19,2010-02,2009-01
182,2987,2010-02-22,79.4442,F95QZ,3,2010-02-23,2010-02,2009-01
182,3158,2010-03-04,260.122,KP8F9,15,2010-03-05,2010-03,2009-01
182,3219,2010-03-08,270.1352,NN5EG,15,2010-03-08,2010-03,2009-01
200,410,2009-04-07,29.8,EA2CB,3,2009-04-07,2009-04,2009-04
200,578,2009-05-14,6.26,RSXPW,3,2009-05-21,2009-05,2009-04
200,884,2009-07-13,2.24,QSVQH,3,2009-07-14,2009-07,2009-04
200,995,2009-08-02,13.67,Z5N3E,5,2009-08-07,2009-08,2009-04
200,1402,2009-10-12,13.58,8MNCV,3,2009-10-13,2009-10,2009-04
200,1454,2009-10-19,6.54,WPT5K,3,2009-10-20,2009-10,2009-04
200,2387,2010-01-18,7.443,AUXH3,15,2010-01-18,2010-01,2009-04
202,385,2009-03-22,101.83,GQ4BY,4,2009-03-24,2009-03,2009-03
202,416,2009-04-08,206.32,LEFC5,4,2009-04-09,2009-04,2009-03
202,504,2009-04-30,142.04,DYHKW,4,2009-04-30,2009-04,2009-03
202,526,2009-05-05,111.41,GF7X7,4,2009-05-05,2009-05,2009-03
202,561,2009-05-12,96.14,QMK96,4,2009-05-12,2009-05,2009-03
202,607,2009-05-20,162.41,D2FFR,4,2009-05-21,2009-05,2009-03
202,643,2009-05-27,144.73,Q7SX8,4,2009-05-28,2009-05,2009-03
202,673,2009-06-03,81.82,78V2J,4,2009-06-04,2009-06,2009-03
202,799,2009-06-29,208.52,GY9K5,4,2009-06-30,2009-06,2009-03
202,1041,2009-08-11,142.86,ZGVP3,4,2009-08-11,2009-08,2009-03
202,1085,2009-08-20,230.71,VN5CM,4,2009-08-20,2009-08,2009-03
202,1158,2009-09-01,164.3,FPWM2,4,2009-09-01,2009-09,2009-03
202,1205,2009-09-08,243.9302,5WDD3,4,2009-09-08,2009-09,2009-03
202,1425,2009-10-15,173.65,R5D99,4,2009-10-15,2009-10,2009-03
202,1457,2009-10-19,87.6505,QALA2,11,2009-10-21,2009-10,2009-03
202,1535,2009-10-27,206.29,4AKAR,11,2009-10-28,2009-10,2009-03
202,1600,2009-11-04,115.9505,JJMGA,11,2009-11-04,2009-11,2009-03
202,1689,2009-11-11,216.3905,J47X2,11,2009-11-11,2009-11,2009-03
202,1814,2009-11-18,158.94,U68KQ,11,2009-11-18,2009-11,2009-03
202,2496,2010-01-26,161.77,S9NWW,4,2010-01-26,2010-01,2009-03
207,265,2009-01-13,32.96,MZ562,3,2009-01-13,2009-01,2009-01
207,279,2009-01-20,24.24,UMUAD,3,2009-01-20,2009-01,2009-01
207,299,2009-02-05,22.6,LBM3R,3,2009-02-05,2009-02,2009-01
207,312,2009-02-12,55.4,S4LPV,3,2009-02-12,2009-02,2009-01
207,313,2009-02-12,3.02,69ZDJ,3,2009-02-12,2009-02,2009-01
207,326,2009-02-19,28.29,XVXS3,3,2009-02-19,2009-02,2009-01
207,327,2009-02-19,2.65,D8KLE,3,2009-02-19,2009-02,2009-01
207,328,2009-02-19,2.8,BJLRA,3,2009-02-19,2009-02,2009-01
207,338,2009-02-26,29.22,2HJA7,3,2009-02-26,2009-02,2009-01
207,339,2009-02-26,28.34,4P2HZ,3,2009-02-26,2009-02,2009-01
207,357,2009-03-10,17.81,L4RPU,4,2009-03-10,2009-03,2009-01
207,370,2009-03-17,45.3,NEMEB,4,2009-03-17,2009-03,2009-01
207,388,2009-03-24,39.3,Q2LQ7,4,2009-03-24,2009-03,2009-01
207,430,2009-04-14,14.42,TEHSY,4,2009-04-14,2009-04,2009-01
207,466,2009-04-23,28.17,9FYMW,4,2009-04-23,2009-04,2009-01
207,569,2009-05-14,38.95,C6428,4,2009-05-14,2009-05,2009-01
207,612,2009-05-21,31.77,7LEMS,4,2009-05-21,2009-05,2009-01
207,649,2009-05-28,34.24,JP57U,4,2009-05-28,2009-05,2009-01
207,676,2009-06-04,41.12,9EA7H,4,2009-06-04,2009-06,2009-01
207,707,2009-06-11,22.67,MHEMQ,4,2009-06-11,2009-06,2009-01
207,733,2009-06-16,46.38,U74LF,4,2009-06-16,2009-06,2009-01
207,783,2009-06-25,14.66,6Q7T3,4,2009-06-25,2009-06,2009-01
207,802,2009-06-30,9.25,BZZ3Z,4,2009-06-30,2009-06,2009-01
207,936,2009-07-23,29.41,BYNX4,4,2009-07-23,2009-07,2009-01
207,958,2009-07-27,30.6,QQFV6,4,2009-07-28,2009-07,2009-01
207,1043,2009-08-11,83.24,LNHHE,4,2009-08-11,2009-08,2009-01
207,1074,2009-08-18,57.41,2WE66,4,2009-08-18,2009-08,2009-01
207,1117,2009-08-25,75.6252,LXE87,4,2009-08-25,2009-08,2009-01
207,1174,2009-09-03,82.7055,2GYRW,4,2009-09-03,2009-09,2009-01
207,1245,2009-09-15,60.77,PWDKC,4,2009-09-15,2009-09,2009-01
207,1280,2009-09-22,55.27,D5AP2,4,2009-09-22,2009-09,2009-01
207,1378,2009-10-08,38.15,4RB2N,4,2009-10-08,2009-10,2009-01
207,1597,2009-11-03,58.52,MLWHL,4,2009-11-03,2009-11,2009-01
207,1661,2009-11-10,37.72,Z642W,4,2009-11-10,2009-11,2009-01
207,1905,2009-12-01,53.44,4AZMQ,4,2009-12-01,2009-12,2009-01
207,1992,2009-12-08,31.399,7XWFQ,4,2009-12-08,2009-12,2009-01
207,2057,2009-12-15,41.51,PSESN,4,2009-12-15,2009-12,2009-01
207,2107,2009-12-21,81.22,GLUH6,4,2009-12-22,2009-12,2009-01
207,2499,2010-01-26,76.44,8C37P,4,2010-01-26,2010-01,2009-01
207,2631,2010-02-02,72.0175,SZFQG,4,2010-02-03,2010-02,2009-01
207,2871,2010-02-16,71.8068,FD9LD,4,2010-02-17,2010-02,2009-01
207,2973,2010-02-22,22.98,QPDJP,4,2010-02-23,2010-02,2009-01
207,3049,2010-02-26,21.88,SAFUP,4,2010-02-26,2010-02,2009-01
207,3110,2010-03-02,64.94,AXV93,4,2010-03-02,2010-03,2009-01
207,3211,2010-03-08,57.05,DX6JP,4,2010-03-08,2010-03,2009-01
225,287,2009-01-28,16.99,TFCX6,3,2009-01-29,2009-01,2009-01
230,308,2009-02-10,16.66,GEM33,3,2009-02-10,2009-02,2009-02
230,348,2009-03-05,18.7,89WWL,4,2009-03-05,2009-03,2009-02
230,434,2009-04-14,21.34,H9545,3,2009-04-14,2009-04,2009-02
253,257,2009-01-06,57.51,6T3J5,3,2009-01-06,2009-01,2009-01
253,274,2009-01-15,64.83,GE3YZ,3,2009-01-15,2009-01,2009-01
253,277,2009-01-20,80.48,NNY5A,3,2009-01-20,2009-01,2009-01
253,283,2009-01-27,91.53,GHWB5,3,2009-01-27,2009-01,2009-01
253,293,2009-02-02,54.86,XAAX4,2,2009-02-02,2009-02,2009-01
253,295,2009-02-04,50.12,YNGMD,2,2009-02-04,2009-02,2009-01
253,309,2009-02-11,76.89,BADHL,2,2009-02-11,2009-02,2009-01
253,310,2009-02-11,18.75,T5Q4Y,2,2009-02-11,2009-02,2009-01
253,352,2009-03-09,93.34,TVFB2,4,2009-03-10,2009-03,2009-01
253,381,2009-03-19,88.84,U928K,4,2009-03-19,2009-03,2009-01
253,387,2009-03-24,83.93,WB4PC,4,2009-03-24,2009-03,2009-01
253,393,2009-03-26,21.29,NQDWX,4,2009-03-26,2009-03,2009-01
253,399,2009-03-31,72.7,FZ8JJ,4,2009-03-31,2009-03,2009-01
253,405,2009-04-02,47.92,QHZNE,3,2009-04-02,2009-04,2009-01
253,411,2009-04-07,115.56,RJRFJ,4,2009-04-07,2009-04,2009-01
253,419,2009-04-09,32.34,MFCUJ,3,2009-04-09,2009-04,2009-01
253,420,2009-04-09,5.45,QNYTH,3,2009-04-09,2009-04,2009-01
253,435,2009-04-14,67.21,8JT56,4,2009-04-14,2009-04,2009-01
253,439,2009-04-16,16.96,9DY9B,3,2009-04-16,2009-04,2009-01
253,468,2009-04-23,85.9,HD3G5,4,2009-04-23,2009-04,2009-01
253,499,2009-04-30,102.09,EJKBT,4,2009-04-30,2009-04,2009-01
253,528,2009-05-05,53.73,%%528,4,2009-05-05,2009-05,2009-01
253,533,2009-05-07,78.98,%%533,3,2009-05-07,2009-05,2009-01
253,563,2009-05-12,81.41,J2SPA,4,2009-05-12,2009-05,2009-01
253,606,2009-05-20,40.97,FT5V7,4,2009-05-21,2009-05,2009-01
253,613,2009-05-21,59.61,YWH23,4,2009-05-21,2009-05,2009-01
253,636,2009-05-26,104.19,Z4ARW,4,2009-05-26,2009-05,2009-01
253,680,2009-06-04,91.58,LHMJE,5,2009-06-05,2009-06,2009-01
253,681,2009-06-04,13.27,CJFXQ,5,2009-06-05,2009-06,2009-01
253,696,2009-06-09,25.33,49C7Q,3,2009-06-09,2009-06,2009-01
253,736,2009-06-16,141.65,FMXXY,4,2009-06-16,2009-06,2009-01
253,762,2009-06-19,38.99,ZVMV5,5,2009-06-19,2009-06,2009-01
253,785,2009-06-25,105.84,BRHGR,4,2009-06-25,2009-06,2009-01
253,791,2009-06-26,36.05,2J6HL,5,2009-06-26,2009-06,2009-01
253,826,2009-07-02,68.47,M7MKC,6,2009-07-02,2009-07,2009-01
253,844,2009-07-07,167.73,LDMDP,3,2009-07-07,2009-07,2009-01
253,896,2009-07-14,243.92,4TWU6,4,2009-07-14,2009-07,2009-01
253,930,2009-07-21,67.33,GGTHH,4,2009-07-21,2009-07,2009-01
253,939,2009-07-23,78.3,RCAUB,6,2009-07-23,2009-07,2009-01
253,991,2009-07-31,73.45,7MU9B,5,2009-07-31,2009-07,2009-01
253,1004,2009-08-04,112.51,AEPLY,4,2009-08-04,2009-08,2009-01
253,1044,2009-08-11,275.94,KV7M2,4,2009-08-11,2009-08,2009-01
253,1065,2009-08-17,93.54,QQECQ,4,2009-08-18,2009-08,2009-01
253,1072,2009-08-18,8.55,4M6FH,4,2009-08-18,2009-08,2009-01
253,1121,2009-08-25,117.2805,W499U,3,2009-08-25,2009-08,2009-01
253,1163,2009-09-01,133.1505,TMDA6,3,2009-09-01,2009-09,2009-01
253,1164,2009-09-01,15.1,FQNRH,3,2009-09-01,2009-09,2009-01
253,1211,2009-09-08,77.8405,4LWYX,3,2009-09-08,2009-09,2009-01
253,1249,2009-09-15,120.7102,FSRRY,3,2009-09-15,2009-09,2009-01
253,1295,2009-09-23,183.559,XH7S2,6,2009-09-24,2009-09,2009-01
253,1306,2009-09-24,12.89,D69ZH,6,2009-09-24,2009-09,2009-01
253,1326,2009-09-29,64.6677,RDVP5,3,2009-09-29,2009-09,2009-01
253,1381,2009-10-08,193.0202,JDKYJ,6,2009-10-08,2009-10,2009-01
253,1419,2009-10-14,136.45,73SV2,6,2009-10-15,2009-10,2009-01
253,1429,2009-10-15,23.74,AMQFX,6,2009-10-15,2009-10,2009-01
253,1594,2009-11-03,141.1412,LFS67,3,2009-11-03,2009-11,2009-01
253,1622,2009-11-05,33.3537,DJEBJ,5,2009-11-06,2009-11,2009-01
253,1749,2009-11-12,58.2455,NTZMY,15,2009-11-13,2009-11,2009-01
253,1944,2009-12-04,184.1292,8A7CG,5,2009-12-04,2009-12,2009-01
253,1998,2009-12-09,82.6957,UKJ9G,9,2009-12-09,2009-12,2009-01
253,2022,2009-12-11,14.9875,GA4BG,5,2009-12-11,2009-12,2009-01
253,2093,2009-12-18,78.28,E84RF,5,2009-12-18,2009-12,2009-01
253,2146,2009-12-28,198.7354,ZPKKR,18,2009-12-28,2009-12,2009-01
253,2148,2009-12-28,5.115,YH4N5,18,2009-12-28,2009-12,2009-01
253,2233,2010-01-05,65.1562,XRSCD,3,2010-01-05,2010-01,2009-01
253,2250,2010-01-07,31.1478,WGQQY,6,2010-01-07,2010-01,2009-01
253,2324,2010-01-12,210.89,NSU2Q,3,2010-01-12,2010-01,2009-01
253,2408,2010-01-19,105.739,DTSTE,3,2010-01-19,2010-01,2009-01
253,2500,2010-01-26,166.457,B52SU,3,2010-01-26,2010-01,2009-01
253,2573,2010-01-30,42.3975,3QJXT,18,2010-02-01,2010-01,2009-01
253,2598,2010-02-01,136.1052,B228X,18,2010-02-01,2010-02,2009-01
253,2744,2010-02-09,203.433,6875M,3,2010-02-09,2010-02,2009-01
253,2853,2010-02-15,129.07,FN8AT,18,2010-02-15,2010-02,2009-01
253,2971,2010-02-22,166.3652,PCPFA,18,2010-02-22,2010-02,2009-01
253,3089,2010-03-01,165.1375,Y2R9C,18,2010-03-01,2010-03,2009-01
253,3225,2010-03-08,294.2708,FCSCN,18,2010-03-08,2010-03,2009-01
277,270,2009-01-14,127.47,EZATD,2,2009-01-14,2009-01,2009-01
277,286,2009-01-28,146.085,QLDNM,2,2009-01-28,2009-01,2009-01
277,315,2009-02-15,89.295,SAMKG,2,2009-02-16,2009-02,2009-01
277,335,2009-02-25,169.72,7ZQQK,2,2009-02-25,2009-02,2009-01
277,362,2009-03-11,104.45,ZAAAS,4,2009-03-12,2009-03,2009-01
277,383,2009-03-19,187.81,VMNHJ,4,2009-03-19,2009-03,2009-01
277,404,2009-04-02,117.76,RC8HW,4,2009-04-02,2009-04,2009-01
277,417,2009-04-09,64.8,249WL,4,2009-04-09,2009-04,2009-01
277,437,2009-04-15,47.03,MGVDQ,4,2009-04-16,2009-04,2009-01
277,458,2009-04-20,94.87,X8R62,4,2009-04-21,2009-04,2009-01
277,565,2009-05-12,181.295,CLA2G,4,2009-05-12,2009-05,2009-01
277,614,2009-05-21,118.76,R37EN,4,2009-05-21,2009-05,2009-01
277,695,2009-06-09,177.12,PZVFL,4,2009-06-09,2009-06,2009-01
277,758,2009-06-18,120.61,YXKDK,4,2009-06-18,2009-06,2009-01
277,820,2009-07-02,137.01,FFBGH,4,2009-07-02,2009-07,2009-01
277,885,2009-07-13,179.49,TFDVF,4,2009-07-14,2009-07,2009-01
277,967,2009-07-29,100.05,8BFPY,4,2009-07-30,2009-07,2009-01
277,1061,2009-08-17,269.125,25PEQ,4,2009-08-18,2009-08,2009-01
277,1169,2009-09-02,234.591,9JJLS,4,2009-09-03,2009-09,2009-01
277,1289,2009-09-22,136.5805,6JP8C,4,2009-09-22,2009-09,2009-01
277,1331,2009-09-29,105.6752,GNUB5,4,2009-09-29,2009-09,2009-01
277,1467,2009-10-20,153.09,HDAW4,4,2009-10-21,2009-10,2009-01
277,1593,2009-11-03,212.5655,7VUM4,4,2009-11-03,2009-11,2009-01
277,1693,2009-11-11,199.8052,CQ494,11,2009-11-11,2009-11,2009-01
277,2071,2009-12-16,336.717,TZBTU,4,2009-12-17,2009-12,2009-01
277,2121,2009-12-22,100.1412,5VC6G,4,2009-12-22,2009-12,2009-01
277,2325,2010-01-12,263.4845,WMZCH,11,2010-01-13,2010-01,2009-01
277,2470,2010-01-25,286.3177,E8GYU,4,2010-01-25,2010-01,2009-01
277,2620,2010-02-02,214.04,FM776,4,2010-02-02,2010-02,2009-01
277,2975,2010-02-22,210.296,M28FM,4,2010-03-01,2010-02,2009-01
277,3226,2010-03-08,200.38,4J2YE,4,2010-03-09,2010-03,2009-01
407,304,2009-02-09,20.55,UP3XG,3,2009-02-12,2009-02,2009-02
457,268,2009-01-13,50.21,RJ4JJ,2,2009-01-14,2009-01,2009-01
457,349,2009-03-05,39.44,CQYRU,4,2009-03-05,2009-03,2009-01
457,927,2009-07-21,50.67,DU3LF,3,2009-07-21,2009-07,2009-01
457,2041,2009-12-14,92.2452,5XDTF,18,2009-12-14,2009-12,2009-01
457,2296,2010-01-11,56.07,EBYL4,18,2010-01-11,2010-01,2009-01
457,2386,2010-01-18,28.81,K8RMX,18,2010-01-18,2010-01,2009-01
457,2479,2010-01-25,53.89,LRSNB,18,2010-01-25,2010-01,2009-01
457,2963,2010-02-22,37.13,HS96B,18,2010-02-22,2010-02,2009-01
457,3131,2010-03-03,60.235,6MN4M,11,2010-03-03,2010-03,2009-01
457,3208,2010-03-08,42.56,XKBEP,18,2010-03-08,2010-03,2009-01
464,329,2009-02-19,12.6,RR7TA,3,2009-02-19,2009-02,2009-02
550,263,2009-01-12,87.63,6GC3F,2,2009-01-12,2009-01,2009-01
550,303,2009-02-09,89.33,A8UEG,2,2009-02-09,2009-02,2009-01
550,334,2009-02-23,177.63,RB7XZ,2,2009-02-23,2009-02,2009-01
550,661,2009-05-31,101.09,U8SZM,4,2009-06-02,2009-05,2009-01
550,769,2009-06-22,94.34,CJ9Z6,4,2009-06-23,2009-06,2009-01
550,2246,2010-01-06,113.771,FA48Z,6,2010-01-07,2010-01,2009-01
616,281,2009-01-24,101.22,VRL6K,3,2009-01-27,2009-01,2009-01
616,372,2009-03-17,93.29,N45NC,4,2009-03-17,2009-03,2009-01
616,457,2009-04-20,191.62,6YBX6,4,2009-04-21,2009-04,2009-01
807,594,2009-05-19,89.56,6P9J6,3,2009-05-19,2009-05,2009-05
807,710,2009-06-11,32.7,E8AYE,6,2009-06-11,2009-06,2009-05
807,890,2009-07-14,41.79,Y9LM2,3,2009-07-14,2009-07,2009-05
825,2106,2009-12-21,52.39,ACEYT,4,2009-12-22,2009-12,2009-12
891,267,2009-01-13,131.98,GL97J,3,2009-01-13,2009-01,2009-01
891,282,2009-01-27,105.73,BYLT6,3,2009-01-27,2009-01,2009-01
891,305,2009-02-10,136.07,8FE37,3,2009-02-10,2009-02,2009-01
891,336,2009-02-25,117.51,MQTTC,2,2009-02-25,2009-02,2009-01
891,359,2009-03-10,134.0,MD6NG,4,2009-03-10,2009-03,2009-01
891,401,2009-04-01,155.35,5ZRKG,4,2009-04-02,2009-04,2009-01
891,432,2009-04-14,67.66,KSZ83,4,2009-04-14,2009-04,2009-01
891,492,2009-04-27,145.37,BPA97,4,2009-04-28,2009-04,2009-01
891,592,2009-05-18,117.51,KLNRT,4,2009-05-19,2009-05,2009-01
891,650,2009-05-28,127.47,J7GNQ,4,2009-05-28,2009-05,2009-01
891,703,2009-06-10,66.28,QS5SA,4,2009-06-11,2009-06,2009-01
891,729,2009-06-15,66.08,ASV3U,4,2009-06-16,2009-06,2009-01
891,770,2009-06-22,54.13,R2VGF,4,2009-06-23,2009-06,2009-01
891,889,2009-07-14,47.88,SRWVH,4,2009-07-14,2009-07,2009-01
891,924,2009-07-20,44.42,42PKC,4,2009-07-21,2009-07,2009-01
891,1204,2009-09-08,114.02,VCRBQ,4,2009-09-08,2009-09,2009-01
891,1476,2009-10-21,56.0252,QTPU4,4,2009-10-22,2009-10,2009-01
891,1616,2009-11-05,130.41,S58HG,4,2009-11-05,2009-11,2009-01
891,1818,2009-11-18,51.33,X3SAP,4,2009-11-18,2009-11,2009-01
891,1961,2009-12-06,60.92,FRTLZ,4,2009-12-07,2009-12,2009-01
891,2122,2009-12-22,45.7102,KRHW8,4,2009-12-22,2009-12,2009-01
891,2131,2009-12-23,63.31,UR5YA,4,2009-12-23,2009-12,2009-01
891,2432,2010-01-21,69.55,S5P2B,4,2010-01-21,2010-01,2009-01
891,2678,2010-02-04,132.97,M6ZDH,4,2010-02-05,2010-02,2009-01
899,280,2009-01-20,12.29,WNYJY,3,2009-01-20,2009-01,2009-01
937,2330,2010-01-12,41.35,PNQCR,11,2010-01-13,2010-01,2010-01
937,2403,2010-01-19,35.5402,5WV2U,11,2010-01-20,2010-01,2010-01
937,2510,2010-01-27,48.6488,RQ5QF,11,2010-01-27,2010-01,2010-01
937,3130,2010-03-03,56.3302,VLU5R,11,2010-03-03,2010-03,2010-01
940,2203,2010-01-04,116.4058,8FRRC,5,2010-01-08,2010-01,2010-01
1023,560,2009-05-10,28.82,QZGXS,5,2009-05-15,2009-05,2009-05
1023,589,2009-05-15,26.37,BT94E,5,2009-05-15,2009-05,2009-05
1023,619,2009-05-21,46.0,AUJMK,5,2009-05-22,2009-05,2009-05
